Date,Time,Random,Seasonal,Trend
1/1/2008,5:00 AM,NA,-0.745457646,NA
1/1/2008,11:00 AM,NA,-0.745457646,NA
1/1/2008,5:00 PM,NA,-0.745457646,NA
1/1/2008,11:00 PM,NA,-0.745457646,NA
2/1/2008,5:00 AM,NA,-0.745457646,NA
2/1/2008,11:00 AM,NA,-0.745457646,NA
2/1/2008,5:00 PM,NA,-0.745457646,NA
2/1/2008,11:00 PM,NA,-0.745457646,NA
3/1/2008,5:00 AM,NA,-0.745457646,NA
3/1/2008,11:00 AM,NA,-0.745457646,NA
3/1/2008,5:00 PM,NA,-0.745457646,NA
3/1/2008,11:00 PM,NA,-0.745457646,NA
4/1/2008,5:00 AM,NA,1.253173429,NA
4/1/2008,11:00 AM,NA,-0.746826571,NA
4/1/2008,5:00 PM,NA,-0.746826571,NA
4/1/2008,11:00 PM,NA,-0.746826571,NA
5/1/2008,5:00 AM,NA,-0.746826571,NA
5/1/2008,11:00 AM,NA,-0.746826571,NA
5/1/2008,5:00 PM,NA,-0.746826571,NA
5/1/2008,11:00 PM,NA,-0.746826571,NA
6/1/2008,5:00 AM,NA,-0.746142109,NA
6/1/2008,11:00 AM,NA,-0.746142109,NA
6/1/2008,5:00 PM,NA,-0.746142109,NA
6/1/2008,11:00 PM,NA,-0.746142109,NA
7/1/2008,5:00 AM,NA,-0.746142109,NA
7/1/2008,11:00 AM,NA,-0.746142109,NA
7/1/2008,5:00 PM,NA,-0.746142109,NA
7/1/2008,11:00 PM,NA,-0.746142109,NA
8/1/2008,5:00 AM,NA,-0.746142109,NA
8/1/2008,11:00 AM,NA,-0.746142109,NA
8/1/2008,5:00 PM,NA,-0.746142109,NA
8/1/2008,11:00 PM,NA,-0.746142109,NA
9/1/2008,5:00 AM,NA,-0.746142109,NA
9/1/2008,11:00 AM,NA,-0.746142109,NA
9/1/2008,5:00 PM,NA,-0.746142109,NA
9/1/2008,11:00 PM,NA,-0.746142109,NA
10/1/2008,5:00 AM,NA,-0.746142109,NA
10/1/2008,11:00 AM,NA,-0.746142109,NA
10/1/2008,5:00 PM,NA,-0.746142109,NA
10/1/2008,11:00 PM,NA,-0.746142109,NA
11/1/2008,5:00 AM,NA,-0.746142109,NA
11/1/2008,11:00 AM,NA,38.25454235,NA
11/1/2008,5:00 PM,NA,-0.772836154,NA
11/1/2008,11:00 PM,NA,-0.772836154,NA
12/1/2008,5:00 AM,NA,-0.772836154,NA
12/1/2008,11:00 AM,NA,-0.772836154,NA
12/1/2008,5:00 PM,NA,38.22716385,NA
12/1/2008,11:00 PM,NA,-0.772836154,NA
13/1/2008,5:00 AM,NA,-0.772836154,NA
13/1/2008,11:00 AM,NA,-0.772151691,NA
13/1/2008,5:00 PM,NA,-0.772151691,NA
13/1/2008,11:00 PM,NA,-0.772151691,NA
14/1/2008,5:00 AM,NA,-0.772151691,NA
14/1/2008,11:00 AM,NA,-0.772151691,NA
14/1/2008,5:00 PM,NA,-0.772151691,NA
14/1/2008,11:00 PM,NA,-0.772151691,NA
15/1/2008,5:00 AM,NA,-0.772151691,NA
15/1/2008,11:00 AM,NA,-0.772151691,NA
15/1/2008,5:00 PM,NA,-0.772151691,NA
15/1/2008,11:00 PM,NA,-0.772151691,NA
16/1/2008,5:00 AM,NA,-0.772151691,NA
16/1/2008,11:00 AM,NA,-0.772151691,NA
16/1/2008,5:00 PM,NA,-0.772151691,NA
16/1/2008,11:00 PM,NA,-0.772151691,NA
17/1/2008,5:00 AM,NA,-0.772151691,NA
17/1/2008,11:00 AM,NA,-0.772151691,NA
17/1/2008,5:00 PM,NA,0.227848309,NA
17/1/2008,11:00 PM,NA,-0.772151691,NA
18/1/2008,5:00 AM,NA,-0.772151691,NA
18/1/2008,11:00 AM,NA,-0.772151691,NA
18/1/2008,5:00 PM,NA,-0.772151691,NA
18/1/2008,11:00 PM,NA,-0.772151691,NA
19/1/2008,5:00 AM,NA,19.22784831,NA
19/1/2008,11:00 AM,NA,-0.772151691,NA
19/1/2008,5:00 PM,NA,-0.772151691,NA
19/1/2008,11:00 PM,NA,-0.772151691,NA
20/1/2008,5:00 AM,NA,-0.772151691,NA
20/1/2008,11:00 AM,NA,-0.772151691,NA
20/1/2008,5:00 PM,NA,-0.772151691,NA
20/1/2008,11:00 PM,NA,-0.772151691,NA
21/1/2008,5:00 AM,NA,-0.772151691,NA
21/1/2008,11:00 AM,NA,-0.772151691,NA
21/1/2008,5:00 PM,NA,-0.772151691,NA
21/1/2008,11:00 PM,NA,-0.772151691,NA
22/1/2008,5:00 AM,NA,-0.772151691,NA
22/1/2008,11:00 AM,NA,0.227848309,NA
22/1/2008,5:00 PM,NA,-0.772151691,NA
22/1/2008,11:00 PM,NA,-0.772151691,NA
23/1/2008,5:00 AM,NA,-0.772151691,NA
23/1/2008,11:00 AM,NA,-0.772151691,NA
23/1/2008,5:00 PM,NA,-0.772151691,NA
23/1/2008,11:00 PM,NA,-0.772151691,NA
24/1/2008,5:00 AM,NA,-0.772151691,NA
24/1/2008,11:00 AM,NA,-0.772151691,NA
24/1/2008,5:00 PM,NA,-0.772151691,NA
24/1/2008,11:00 PM,NA,-0.772151691,NA
25/1/2008,5:00 AM,NA,38.22784831,NA
25/1/2008,11:00 AM,NA,-0.772151691,NA
25/1/2008,5:00 PM,NA,-0.772151691,NA
25/1/2008,11:00 PM,NA,-0.772151691,NA
26/1/2008,5:00 AM,NA,-0.772151691,NA
26/1/2008,11:00 AM,NA,-0.772151691,NA
26/1/2008,5:00 PM,NA,-0.772151691,NA
26/1/2008,11:00 PM,NA,-0.772836154,NA
27/1/2008,5:00 AM,NA,-0.772836154,NA
27/1/2008,11:00 AM,NA,-0.772836154,NA
27/1/2008,5:00 PM,NA,-0.772836154,NA
27/1/2008,11:00 PM,NA,-0.772836154,NA
28/1/2008,5:00 AM,NA,-0.772836154,NA
28/1/2008,11:00 AM,NA,-0.772836154,NA
28/1/2008,5:00 PM,NA,-0.772836154,NA
28/1/2008,11:00 PM,NA,-0.772836154,NA
29/1/2008,5:00 AM,NA,-0.772836154,NA
29/1/2008,11:00 AM,NA,-0.772836154,NA
29/1/2008,5:00 PM,NA,-0.772836154,NA
29/1/2008,11:00 PM,NA,-0.772836154,NA
30/1/2008,5:00 AM,NA,-0.772836154,NA
30/1/2008,11:00 AM,NA,-0.772836154,NA
30/1/2008,5:00 PM,NA,-0.772836154,NA
30/1/2008,11:00 PM,NA,-0.772836154,NA
31/1/2008,5:00 AM,NA,-0.772836154,NA
31/1/2008,11:00 AM,NA,-0.772836154,NA
31/1/2008,5:00 PM,NA,-0.772836154,NA
31/1/2008,11:00 PM,NA,-0.772836154,NA
1/2/2008,5:00 AM,NA,-0.772836154,NA
1/2/2008,11:00 AM,NA,37.22716385,NA
1/2/2008,5:00 PM,NA,-0.772836154,NA
1/2/2008,11:00 PM,NA,-0.772836154,NA
2/2/2008,5:00 AM,NA,-0.772836154,NA
2/2/2008,11:00 AM,NA,-0.772836154,NA
2/2/2008,5:00 PM,NA,-0.772836154,NA
2/2/2008,11:00 PM,NA,-0.772836154,NA
3/2/2008,5:00 AM,NA,-0.772836154,NA
3/2/2008,11:00 AM,NA,-0.772836154,NA
3/2/2008,5:00 PM,NA,0.227163846,NA
3/2/2008,11:00 PM,NA,-0.772836154,NA
4/2/2008,5:00 AM,NA,-0.772836154,NA
4/2/2008,11:00 AM,NA,-0.772836154,NA
4/2/2008,5:00 PM,NA,-0.772836154,NA
4/2/2008,11:00 PM,NA,-0.772836154,NA
5/2/2008,5:00 AM,NA,-0.772836154,NA
5/2/2008,11:00 AM,NA,-0.772836154,NA
5/2/2008,5:00 PM,NA,-0.772836154,NA
5/2/2008,11:00 PM,NA,-0.772836154,NA
6/2/2008,5:00 AM,NA,-0.772836154,NA
6/2/2008,11:00 AM,NA,-0.772836154,NA
6/2/2008,5:00 PM,NA,-0.772836154,NA
6/2/2008,11:00 PM,NA,-0.798845736,NA
7/2/2008,5:00 AM,NA,-0.798845736,NA
7/2/2008,11:00 AM,NA,-0.798845736,NA
7/2/2008,5:00 PM,NA,-0.798845736,NA
7/2/2008,11:00 PM,NA,-0.798845736,NA
8/2/2008,5:00 AM,NA,37.20115426,NA
8/2/2008,11:00 AM,NA,35.20115426,NA
8/2/2008,5:00 PM,NA,-0.798845736,NA
8/2/2008,11:00 PM,NA,-0.798845736,NA
9/2/2008,5:00 AM,NA,-0.798845736,NA
9/2/2008,11:00 AM,NA,36.20115426,NA
9/2/2008,5:00 PM,NA,-0.798845736,NA
9/2/2008,11:00 PM,NA,-0.798845736,NA
10/2/2008,5:00 AM,NA,-0.798845736,NA
10/2/2008,11:00 AM,NA,-0.798845736,NA
10/2/2008,5:00 PM,NA,-0.799530199,NA
10/2/2008,11:00 PM,NA,-0.799530199,NA
11/2/2008,5:00 AM,NA,-0.799530199,NA
11/2/2008,11:00 AM,NA,-0.799530199,NA
11/2/2008,5:00 PM,NA,-0.799530199,NA
11/2/2008,11:00 PM,NA,-0.799530199,NA
12/2/2008,5:00 AM,NA,-0.799530199,NA
12/2/2008,11:00 AM,NA,-0.800214662,NA
12/2/2008,5:00 PM,NA,-0.800214662,NA
12/2/2008,11:00 PM,NA,-0.800214662,NA
13/2/2008,5:00 AM,NA,-0.800214662,NA
13/2/2008,11:00 AM,NA,-0.800214662,NA
13/2/2008,5:00 PM,NA,-0.800214662,NA
13/2/2008,11:00 PM,NA,-0.800214662,NA
14/2/2008,5:00 AM,NA,-0.800214662,NA
14/2/2008,11:00 AM,NA,-0.800214662,NA
14/2/2008,5:00 PM,NA,-0.800214662,NA
14/2/2008,11:00 PM,NA,-0.800214662,NA
