"","x"
"1",-0.74545764600114
"2",-0.74545764600114
"3",-0.74545764600114
"4",-0.74545764600114
"5",-0.74545764600114
"6",-0.74545764600114
"7",-0.74545764600114
"8",-0.74545764600114
"9",-0.74545764600114
"10",-0.74545764600114
"11",-0.74545764600114
"12",-0.74545764600114
"13",1.25317342860529
"14",-0.746826571394706
"15",-0.746826571394706
"16",-0.746826571394706
"17",-0.746826571394706
"18",-0.746826571394706
"19",-0.746826571394706
"20",-0.746826571394706
"21",-0.746142108697923
"22",-0.746142108697923
"23",-0.746142108697923
"24",-0.746142108697923
"25",-0.746142108697923
"26",-0.746142108697923
"27",-0.746142108697923
"28",-0.746142108697923
"29",-0.746142108697923
"30",-0.746142108697923
"31",-0.746142108697923
"32",-0.746142108697923
"33",-0.746142108697923
"34",-0.746142108697923
"35",-0.746142108697923
"36",-0.746142108697923
"37",-0.746142108697923
"38",-0.746142108697923
"39",-0.746142108697923
"40",-0.746142108697923
"41",-0.746142108697923
"42",38.2545423539989
"43",-0.772836153872461
"44",-0.772836153872461
"45",-0.772836153872461
"46",-0.772836153872461
"47",38.2271638461275
"48",-0.772836153872461
"49",-0.772836153872461
"50",-0.772151691175678
"51",-0.772151691175678
"52",-0.772151691175678
"53",-0.772151691175678
"54",-0.772151691175678
"55",-0.772151691175678
"56",-0.772151691175678
"57",-0.772151691175678
"58",-0.772151691175678
"59",-0.772151691175678
"60",-0.772151691175678
"61",-0.772151691175678
"62",-0.772151691175678
"63",-0.772151691175678
"64",-0.772151691175678
"65",-0.772151691175678
"66",-0.772151691175678
"67",0.227848308824322
"68",-0.772151691175678
"69",-0.772151691175678
"70",-0.772151691175678
"71",-0.772151691175678
"72",-0.772151691175678
"73",19.2278483088243
"74",-0.772151691175678
"75",-0.772151691175678
"76",-0.772151691175678
"77",-0.772151691175678
"78",-0.772151691175678
"79",-0.772151691175678
"80",-0.772151691175678
"81",-0.772151691175678
"82",-0.772151691175678
"83",-0.772151691175678
"84",-0.772151691175678
"85",-0.772151691175678
"86",0.227848308824322
"87",-0.772151691175678
"88",-0.772151691175678
"89",-0.772151691175678
"90",-0.772151691175678
"91",-0.772151691175678
"92",-0.772151691175678
"93",-0.772151691175678
"94",-0.772151691175678
"95",-0.772151691175678
"96",-0.772151691175678
"97",38.2278483088243
"98",-0.772151691175678
"99",-0.772151691175678
"100",-0.772151691175678
"101",-0.772151691175678
"102",-0.772151691175678
"103",-0.772151691175678
"104",-0.772836153872461
"105",-0.772836153872461
"106",-0.772836153872461
"107",-0.772836153872461
"108",-0.772836153872461
"109",-0.772836153872461
"110",-0.772836153872461
"111",-0.772836153872461
"112",-0.772836153872461
"113",-0.772836153872461
"114",-0.772836153872461
"115",-0.772836153872461
"116",-0.772836153872461
"117",-0.772836153872461
"118",-0.772836153872461
"119",-0.772836153872461
"120",-0.772836153872461
"121",-0.772836153872461
"122",-0.772836153872461
"123",-0.772836153872461
"124",-0.772836153872461
"125",-0.772836153872461
"126",37.2271638461275
"127",-0.772836153872461
"128",-0.772836153872461
"129",-0.772836153872461
"130",-0.772836153872461
"131",-0.772836153872461
"132",-0.772836153872461
