"","x"
"1",-0.853058367661878
"2",-0.853058367661878
"3",-0.853742830358661
"4",-0.853742830358661
"5",0.146941632338122
"6",-0.853058367661878
"7",0.146941632338122
"8",-0.853058367661878
"9",-0.853742830358661
"10",-0.853742830358661
"11",-0.854427293055445
"12",-0.855111755752227
"13",-0.855111755752227
"14",-0.855111755752227
"15",0.145572706944556
"16",-0.853058367661878
"17",0.146941632338122
"18",2.14625716964134
"19",-0.855111755752228
"20",-0.853742830358661
"21",-0.853058367661878
"22",0.145572706944555
"23",-0.853058367661878
"24",-0.853058367661878
"25",-0.853058367661878
"26",-0.853058367661878
"27",-0.852373904965095
"28",-0.853742830358661
"29",-0.854427293055445
"30",-0.854427293055445
"31",-0.854427293055445
"32",-0.853742830358661
"33",-0.853742830358661
"34",-0.853742830358661
"35",-0.853742830358661
"36",0.146941632338121
"37",1.1476260950349
"38",-0.852373904965095
"39",-0.851004979571529
"40",-0.851004979571529
"41",-0.851689442268312
"42",-0.851689442268312
"43",-0.851689442268312
"44",-0.848267128784397
"45",0.15104840851882
"46",-0.84895159148118
"47",-0.850320516874746
"48",1.16884443863518
"49",-0.832524486758388
"50",-0.833893412151954
"51",-0.834577874848737
"52",-0.834577874848737
"53",0.165422125151263
"54",-0.834577874848737
"55",-0.834577874848737
"56",-0.834577874848737
"57",1.16542212515126
"58",-0.833208949455171
"59",-0.833893412151954
"60",-0.833893412151954
"61",-0.833893412151954
"62",-0.834577874848737
"63",-0.833893412151954
"64",-0.832524486758388
"65",-0.832524486758388
"66",0.167475513241612
"67",-0.833208949455171
"68",1.16679105054483
"69",-0.833893412151954
"70",19.166106587848
"71",-0.833208949455171
"72",0.166106587848046
"73",-0.834577874848737
"74",-0.833208949455171
"75",-0.832524486758388
"76",-0.833893412151954
"77",0.166106587848046
"78",-0.833893412151954
"79",-0.834577874848737
"80",-0.834577874848737
"81",-0.834577874848737
"82",-0.834577874848737
"83",1.16473766245448
"84",-0.83526233754552
"85",-0.835946800242303
"86",-0.835946800242303
"87",-0.835946800242303
"88",-0.835946800242303
"89",-0.835946800242303
"90",-0.835946800242303
"91",-0.83526233754552
"92",-0.836631262939086
"93",0.161999811667348
"94",-0.838684651029435
"95",-0.838000188332652
"96",-0.838000188332652
"97",-0.839369113726218
"98",-0.840738039119784
"99",-0.841422501816567
"100",0.159261960880216
"101",-0.84210696451335
"102",1.15789303548665
"103",0.157208572789867
"104",-0.84210696451335
"105",-0.84210696451335
"106",-0.84210696451335
"107",-0.841422501816567
"108",0.15789303548665
"109",-0.842791427210133
"110",-0.842791427210133
"111",-0.843475889906916
"112",-0.846213740694048
"113",-0.846898203390831
"114",27.153786259306
"115",-0.846213740694048
"116",-0.846213740694048
"117",0.153786259305952
"118",-0.846213740694048
"119",-0.846213740694048
"120",-0.846898203390831
"121",-0.846898203390831
"122",-0.847582666087614
"123",-0.847582666087614
"124",-0.848267128784397
"125",-0.847582666087614
"126",1.1517328712156
"127",-0.848267128784397
"128",-0.84895159148118
"129",-0.84895159148118
"130",-0.849636054177963
"131",-0.849636054177963
"132",0.150363945822037
"133",-0.849636054177963
"134",-0.850320516874746
"135",-0.850320516874746
"136",-0.850320516874746
"137",-0.801723665403152
"138",1.19827633459685
"139",0.198276334596848
"140",-0.801723665403152
"141",17.1982763345968
"142",-0.801039202706369
"143",-0.801723665403152
"144",-0.801723665403152
"145",-0.801723665403152
"146",-0.800354740009586
"147",-0.800354740009586
"148",-0.800354740009586
"149",-0.801039202706369
"150",-0.800354740009586
"151",-0.801039202706369
"152",-0.801039202706369
"153",-0.801723665403152
"154",1.19827633459685
"155",-0.801039202706369
"156",-0.800354740009586
"157",0.198960797293631
"158",-0.801039202706369
"159",-0.801039202706369
"160",-0.801039202706369
"161",-0.801039202706369
"162",-0.801039202706369
"163",-0.799670277312803
"164",-0.79898581461602
"165",-0.79898581461602
"166",-0.800354740009586
"167",-0.800354740009586
"168",-0.801723665403152
"169",1.19690740920328
"170",1.1962229465065
"171",-0.804461516190284
"172",0.194854021112933
"173",-0.806514904280633
"174",-0.807199366977416
"175",-0.807883829674199
"176",-0.808568292370982
"177",0.190747244932235
"178",0.190062782235452
"179",0.189378319538669
"180",1.19006278223545
"181",-0.809252755067765
"182",0.192116170325801
"183",-0.807199366977416
"184",-0.806514904280633
"185",-0.807199366977416
"186",-0.808568292370982
