DateTime,ProCon
1/1/2008 5:00,38.16666667
1/1/2008 11:00,11.73333333
1/1/2008 17:00,26.03333333
1/1/2008 23:00,6.566666667
1/2/2008 5:00,6.4
1/2/2008 11:00,10.13333333
1/2/2008 17:00,6.433333333
1/2/2008 23:00,10.86666667
1/3/2008 5:00,5.033333333
1/3/2008 11:00,15.46666667
1/3/2008 17:00,10.06666667
1/3/2008 23:00,11.06666667
1/4/2008 5:00,3.433333333
1/4/2008 11:00,12.56666667
1/4/2008 17:00,24.13333333
1/4/2008 23:00,17.93333333
1/5/2008 5:00,5.533333333
1/5/2008 11:00,9.833333333
1/5/2008 17:00,23.33333333
1/5/2008 23:00,10.13333333
1/6/2008 5:00,5.466666667
1/6/2008 11:00,12.5
1/6/2008 17:00,9.8
1/6/2008 23:00,3.933333333
1/7/2008 5:00,5.4
1/7/2008 11:00,7.4
1/7/2008 17:00,5.666666667
1/7/2008 23:00,4.566666667
1/8/2008 5:00,3.166666667
1/8/2008 11:00,3.733333333
1/8/2008 17:00,4
1/8/2008 23:00,4.066666667
1/9/2008 5:00,5.5
1/9/2008 11:00,6.666666667
1/9/2008 17:00,5.066666667
1/9/2008 23:00,14.53333333
1/10/2008 5:00,6.933333333
1/10/2008 11:00,6.1
1/10/2008 17:00,5.366666667
1/10/2008 23:00,4.366666667
1/11/2008 5:00,5.466666667
1/11/2008 11:00,10.33333333
1/11/2008 17:00,9.833333333
1/11/2008 23:00,18.43333333
1/12/2008 5:00,7.766666667
1/12/2008 11:00,12.63333333
1/12/2008 17:00,11.83333333
1/12/2008 23:00,51.46666667
1/13/2008 5:00,22.96666667
1/13/2008 11:00,4.033333333
1/13/2008 17:00,25
1/13/2008 23:00,3.666666667
1/14/2008 5:00,3.733333333
1/14/2008 11:00,6.1
1/14/2008 17:00,8.033333333
1/14/2008 23:00,7.733333333
1/15/2008 5:00,5.7
1/15/2008 11:00,8.266666667
1/15/2008 17:00,8.133333333
1/15/2008 23:00,10.03333333
1/16/2008 5:00,8.233333333
1/16/2008 11:00,8.666666667
1/16/2008 17:00,11.1
1/16/2008 23:00,20.3
1/17/2008 5:00,5.266666667
1/17/2008 11:00,4.466666667
1/17/2008 17:00,5.3
1/17/2008 23:00,12.5
1/18/2008 5:00,6.5
1/18/2008 11:00,7.033333333
1/18/2008 17:00,5.966666667
1/18/2008 23:00,17.76666667
1/19/2008 5:00,3.166666667
1/19/2008 11:00,7.633333333
1/19/2008 17:00,24.3
1/19/2008 23:00,7.033333333
1/20/2008 5:00,4.766666667
1/20/2008 11:00,8.066666667
1/20/2008 17:00,36.23333333
1/20/2008 23:00,15.06666667
1/21/2008 5:00,7.166666667
1/21/2008 11:00,8.833333333
1/21/2008 17:00,7.233333333
1/21/2008 23:00,5.833333333
1/22/2008 5:00,7.2
1/22/2008 11:00,5.5
1/22/2008 17:00,6.266666667
1/22/2008 23:00,5.966666667
1/23/2008 5:00,5.966666667
1/23/2008 11:00,21.26666667
1/23/2008 17:00,6.9
1/23/2008 23:00,5.5
1/24/2008 5:00,6.7
1/24/2008 11:00,7.833333333
1/24/2008 17:00,8.133333333
1/24/2008 23:00,22.46666667
1/25/2008 5:00,5.366666667
1/25/2008 11:00,9.1
1/25/2008 17:00,5.933333333
1/25/2008 23:00,22.76666667
1/26/2008 5:00,7.133333333
1/26/2008 11:00,5.4
1/26/2008 17:00,13.4
1/26/2008 23:00,30.26666667
1/27/2008 5:00,7.166666667
1/27/2008 11:00,20.36666667
1/27/2008 17:00,21.13333333
1/27/2008 23:00,18.1
1/28/2008 5:00,5.766666667
1/28/2008 11:00,27.5
1/28/2008 17:00,6.8
1/28/2008 23:00,18.56666667
1/29/2008 5:00,7.166666667
1/29/2008 11:00,7.333333333
1/29/2008 17:00,8.833333333
1/29/2008 23:00,35.36666667
1/30/2008 5:00,6.566666667
1/30/2008 11:00,8.766666667
1/30/2008 17:00,5.466666667
1/30/2008 23:00,7.933333333
1/31/2008 5:00,5.8
1/31/2008 11:00,6.566666667
1/31/2008 17:00,6.433333333
1/31/2008 23:00,47.8
2/1/2008 5:00,7.033333333
2/1/2008 11:00,7.933333333
2/1/2008 17:00,8.333333333
2/1/2008 23:00,17.46666667
2/2/2008 5:00,5.7
2/2/2008 11:00,3.6
2/2/2008 17:00,14.73333333
2/2/2008 23:00,41.06666667
2/3/2008 5:00,3.8
2/3/2008 11:00,6.766666667
2/3/2008 17:00,3.166666667
2/3/2008 23:00,7.066666667
2/4/2008 5:00,3.733333333
2/4/2008 11:00,6.3
2/4/2008 17:00,3.6
2/4/2008 23:00,6.066666667
2/5/2008 5:00,5.033333333
2/5/2008 11:00,5.666666667
2/5/2008 17:00,11.3
2/5/2008 23:00,5.4
2/6/2008 5:00,5.033333333
2/6/2008 11:00,7.8
2/6/2008 17:00,5.6
2/6/2008 23:00,3.866666667
2/7/2008 5:00,3.833333333
2/7/2008 11:00,4.2
2/7/2008 17:00,3
2/7/2008 23:00,17
2/8/2008 5:00,4.633333333
2/8/2008 11:00,7.9
2/8/2008 17:00,6.666666667
2/8/2008 23:00,37.5
2/9/2008 5:00,4.566666667
2/9/2008 11:00,14.2
2/9/2008 17:00,7.033333333
2/9/2008 23:00,7.166666667
2/10/2008 5:00,5.533333333
2/10/2008 11:00,7.033333333
2/10/2008 17:00,13.63333333
2/10/2008 23:00,5.233333333
2/11/2008 5:00,5.2
2/11/2008 11:00,2.966666667
2/11/2008 17:00,3.766666667
2/11/2008 23:00,3.6
2/12/2008 5:00,3.733333333
2/12/2008 11:00,13.86666667
2/12/2008 17:00,4.966666667
2/12/2008 23:00,11.7
2/13/2008 5:00,5.233333333
2/13/2008 11:00,3.9
2/13/2008 17:00,4.066666667
2/13/2008 23:00,11.73333333
2/14/2008 5:00,4.133333333
2/14/2008 11:00,3.466666667
2/14/2008 17:00,3.833333333
2/14/2008 23:00,7.866666667
2/15/2008 5:00,3.566666667
2/15/2008 11:00,5.433333333
2/15/2008 17:00,4.1
2/15/2008 23:00,13.9
2/16/2008 5:00,5.233333333
2/16/2008 11:00,4.466666667
2/16/2008 17:00,15.2
2/16/2008 23:00,37.8
2/17/2008 5:00,4.233333333
2/17/2008 11:00,5.333333333
2/17/2008 17:00,6.3
2/17/2008 23:00,7.766666667
2/18/2008 5:00,5.5
2/18/2008 11:00,6.033333333
2/18/2008 17:00,3
2/18/2008 23:00,4.966666667
2/19/2008 5:00,3.8
2/19/2008 11:00,18.23333333
2/19/2008 17:00,16.63333333
2/19/2008 23:00,5.5
2/20/2008 5:00,4.133333333
2/20/2008 11:00,5.866666667
2/20/2008 17:00,5.766666667
2/20/2008 23:00,6.466666667
2/21/2008 5:00,5.4
2/21/2008 11:00,5.266666667
2/21/2008 17:00,3.9
2/21/2008 23:00,16.56666667
2/22/2008 5:00,3.733333333
2/22/2008 11:00,7.233333333
2/22/2008 17:00,4.666666667
2/22/2008 23:00,5.533333333
2/23/2008 5:00,4.4
2/23/2008 11:00,6.133333333
2/23/2008 17:00,28.7
2/23/2008 23:00,10.26666667
2/24/2008 5:00,4.2
2/24/2008 11:00,3.533333333
2/24/2008 17:00,3.533333333
2/24/2008 23:00,3.5
2/25/2008 5:00,3.5
2/25/2008 11:00,5.133333333
2/25/2008 17:00,3.566666667
2/25/2008 23:00,3.6
2/26/2008 5:00,5.433333333
2/26/2008 11:00,3.6
2/26/2008 17:00,5.3
2/26/2008 23:00,3.533333333
2/27/2008 5:00,5.333333333
2/27/2008 11:00,3.8
2/27/2008 17:00,4.766666667
2/27/2008 23:00,4.833333333
2/28/2008 5:00,4.2
2/28/2008 11:00,3.5
2/28/2008 17:00,3.566666667
2/28/2008 23:00,3.6
2/29/2008 5:00,4.733333333
2/29/2008 11:00,7.5
2/29/2008 17:00,8.166666667
2/29/2008 23:00,8.5
3/1/2008 5:00,8.4
3/1/2008 11:00,8.5
3/1/2008 17:00,10
3/1/2008 23:00,10.13333333
3/2/2008 5:00,4.066666667
3/2/2008 11:00,6.066666667
3/2/2008 17:00,7.233333333
3/2/2008 23:00,9.066666667
3/3/2008 5:00,9.566666667
3/3/2008 11:00,9.933333333
3/3/2008 17:00,10.06666667
3/3/2008 23:00,10.13333333
3/4/2008 5:00,8.833333333
3/4/2008 11:00,6.5
3/4/2008 17:00,15.73333333
3/4/2008 23:00,3.933333333
3/5/2008 5:00,3.733333333
3/5/2008 11:00,5.2
3/5/2008 17:00,6.633333333
3/5/2008 23:00,36.23333333
3/6/2008 5:00,21.3
3/6/2008 11:00,20.9
3/6/2008 17:00,21.36666667
3/6/2008 23:00,5.366666667
3/7/2008 5:00,4.333333333
3/7/2008 11:00,6.933333333
3/7/2008 17:00,6.7
3/7/2008 23:00,38.23333333
3/8/2008 5:00,4.4
3/8/2008 11:00,5.633333333
